OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,ARC_Addres,ARC_Addr_1,ARC_Addr_2,ARC_Neighb,ARC_City,ARC_Subreg,ARC_Region,ARC_Postal,ARC_Post_1,ARC_Countr,County_Num,County_Nam,ESC_Region,ESC_Regi_1,ESC_Regi_2,District_N,District_1,District_T,District_S,District_C,District_2,District_Z,District_3,District_4,District_5,District_6,District_P,District_F,District_E,District_W,District_7,District_8,School_Num,School_Nam,Instructio,Charter_Ty,School_Str,School_Cit,School_Sta,School_Zip,School_Sit,School_S_1,School_S_2,School_S_3,Zip_5,School_Pho,School_Fax,School_Ema,School_Web,School_Pri,Grade_Rang,School_Enr,School_S_4,School_S_5,Performanc,GlobalID,School_Type
4673,World,M,100,A,"5800 Southmund St, Houston, Texas, 77033","5800 Southmund St, Houston, TX, 77033, USA",5800 Southmund St,PointAddress, , ,"5800 Southmund St, Houston, Texas, 77033", , ,20, ,5800, , , , , , ,Southmund,St, , , , , , , , ,5800 Southmund St, , , , ,Houston, ,Harris County,Texas,TX, , ,77033,1832,USA,ENG,0,-95.3336585012,29.6827633072,-95.3338289891,29.6820469898,-95.3348289891,-95.3328289891,29.6810469898,29.6830469898, ,5800 SOUTHMUND ST, , , ,HOUSTON, ,TX,77033, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912187,KELSO EL,REGULAR INSTRUCTIONAL, ,5800 SOUTHMUND ST,HOUSTON,TX,77033-1832,5800 SOUTHMUND ST,HOUSTON,TX,77033-1832,77033,(713) 845-7451,(713) 643-3823,swalker6@houstonisd.org,www.houstonisd.org,MS SHANDA WALKER,'EE-05,424,Active, ,https://txschools.gov/schools/101912187/overview,8528d125-b0f1-478d-bac9-72d87df15490,
4674,World,M,100,A,"400 Victoria Dr, Houston, Texas, 77022","400 Victoria Dr, Houston, TX, 77022, USA",400 Victoria Dr,PointAddress, , ,"400 Victoria Dr, Houston, Texas, 77022", , ,20, ,400, , , , , , ,Victoria,Dr, , , , , , , , ,400 Victoria Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77022,2422,USA,ENG,0,-95.3939139915,29.8356625484,-95.3939139915,29.8350790003,-95.3949139915,-95.3929139915,29.8340790003,29.8360790003, ,400 VICTORIA DR, , , ,HOUSTON, ,TX,77022, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912188,KENNEDY EL,REGULAR INSTRUCTIONAL, ,400 VICTORIA DR,HOUSTON,TX,77022-3931,400 VICTORIA DR,HOUSTON,TX,77022-3931,77022,(713) 696-2686,(713) 696-2689,Haydee.Cavazos@houstonisd.org,www.houstonisd.org,MS HAYDEE CAVAZOS,'EE-05,589,Active, ,https://txschools.gov/schools/101912188/overview,23dacb00-323b-42a8-a264-8458f5ddd651,
4675,World,M,100,A,"6300 Avenue B, Bellaire, Texas, 77401","6300 Avenue B, Bellaire, TX, 77401, USA",6300 Avenue B,PointAddress, , ,"6300 Avenue B, Bellaire, Texas, 77401", , ,20, ,6300, , , , , ,Avenue,B, , , , , , , , , ,6300 Avenue B, , , , ,Bellaire, ,Harris County,Texas,TX, , ,77401,3716,USA,ENG,0,-95.4559300167,29.7128429821,-95.4559300167,29.7128429821,-95.4569300167,-95.4549300167,29.7118429821,29.7138429821, ,6300 AVE B, , , ,BELLAIRE, ,TX,77401, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912189,KOLTER EL,REGULAR INSTRUCTIONAL, ,9710 RUNNYMEADE DR,HOUSTON,TX,77096-4220,6300 AVE B,BELLAIRE,TX,77401,77401,(713) 726-3630,(713) 726-3663,JDICKINS@houstonisd.org,www.houstonisd.org,MR JULIANNE M DICKINSON,'EE-05,726,Active, ,https://txschools.gov/schools/101912189/overview,137df06d-53ff-4eb4-8020-5b4427aa008e,
4676,World,M,100,A,"100 Telephone Rd, Houston, Texas, 77023","100 Telephone Rd, Houston, TX, 77023, USA",100 Telephone Rd,PointAddress, , ,"100 Telephone Rd, Houston, Texas, 77023", , ,20, ,100, , , , , , ,Telephone,Rd, , , , , , , , ,100 Telephone Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77023,1834,USA,ENG,0,-95.3347070773,29.7412243996,-95.3356369656,29.7413730108,-95.3366369656,-95.3346369656,29.7403730108,29.7423730108, ,100 TELEPHONE RD, , , ,HOUSTON, ,TX,77023, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912192,LANTRIP EL,REGULAR INSTRUCTIONAL, ,100 TELEPHONE RD,HOUSTON,TX,77023-1834,100 TELEPHONE RD,HOUSTON,TX,77023-1834,77023,(713) 924-1670,(713) 924-1672,mstrickl@houstonisd.org,www.houstonisd.org,MS MAGDALENA V STRICKLAND,'EE-05,620,Active, ,https://txschools.gov/schools/101912192/overview,3f7530a1-1bdd-4b0f-a84d-048358a35e71,
4677,World,M,98.82,A,"6745 Tipperary Ln, Houston, Texas, 77061","6745 Tipperary Ln, Houston, TX, 77061, USA",6745 Tipperary Ln,PointAddress, , ,"6745 Tipperary Ln, Houston, Texas, 77061", , ,20, ,6745, , , , , , ,Tipperary,Ln, , , , , , , , ,6745 Tipperary Ln, , , , ,Houston, ,Harris County,Texas,TX, , ,77061,2837,USA,ENG,0,-95.2832297027,29.6657204254,-95.2824259621,29.6658049988,-95.2834259621,-95.2814259621,29.6648049988,29.6668049988, ,6745 TIPPERARY, , , ,HOUSTON, ,TX,77061, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912194,LEWIS EL,REGULAR INSTRUCTIONAL, ,6745 TIPPERARY,HOUSTON,TX,77061-2101,6745 TIPPERARY,HOUSTON,TX,77061-2101,77061,(713) 845-7453,(713) 649-5574,jrodri20@houstonisd.org,www.houstonisd.org,MR JORGE RODRIGUEZ,'01-05,694,Active, ,https://txschools.gov/schools/101912194/overview,942d12b1-ef64-489d-a6be-3d09460dcba7,
4678,World,M,100,A,"3200 Rosedale St, Houston, Texas, 77004","3200 Rosedale St, Houston, TX, 77004, USA",3200 Rosedale St,PointAddress, , ,"3200 Rosedale St, Houston, Texas, 77004", , ,20, ,3200, , , , , , ,Rosedale,St, , , , , , , , ,3200 Rosedale St, , , , ,Houston, ,Harris County,Texas,TX, , ,77004,6211,USA,ENG,0,-95.3653213919,29.7179486927,-95.3655180313,29.7176249836,-95.3665180313,-95.3645180313,29.7166249836,29.7186249836, ,3200 ROSEDALE ST, , , ,HOUSTON, ,TX,77004, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912195,LOCKHART EL,REGULAR INSTRUCTIONAL, ,3200 ROSEDALE ST,HOUSTON,TX,77004-6211,3200 ROSEDALE ST,HOUSTON,TX,77004-6211,77004,(713) 942-1950,(713) 942-1953,Cameshia.Emerson@houstonisd.org,www.houstonisd.org,MS CAMESHIA EMERSON,'EE-05,481,Active, ,https://txschools.gov/schools/101912195/overview,8840dd95-ca93-433f-ad69-8e3d29f505b3,
4679,World,M,98.82,A,"3617 Norris Dr, Houston, Texas, 77025","3617 Norris Dr, Houston, TX, 77025, USA",3617 Norris Dr,PointAddress, , ,"3617 Norris Dr, Houston, Texas, 77025", , ,20, ,3617, , , , , , ,Norris,Dr, , , , , , , , ,3617 Norris Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77025,3600,USA,ENG,0,-95.4322103203,29.6876880106,-95.4322040339,29.6870990143,-95.4332040339,-95.4312040339,29.6860990143,29.6880990143, ,3617 NORRIS, , , ,HOUSTON, ,TX,77025, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912196,LONGFELLOW EL,REGULAR INSTRUCTIONAL, ,3617 NORRIS,HOUSTON,TX,77025-3699,3617 NORRIS,HOUSTON,TX,77025-3699,77025,(713) 295-5268,(713) 295-5257,KKEAFER@houstonisd.org,www.houstonisd.org,MS KATHERINE KEAFER,'EE-05,670,Active, ,https://txschools.gov/schools/101912196/overview,65235e93-9097-4475-9117-05811f75c3aa,
4680,World,M,100,A,"3800 Robertson St, Houston, Texas, 77009","3800 Robertson St, Houston, TX, 77009, USA",3800 Robertson St,PointAddress, , ,"3800 Robertson St, Houston, Texas, 77009", , ,20, ,3800, , , , , , ,Robertson,St, , , , , , , , ,3800 Robertson St, , , , ,Houston, ,Harris County,Texas,TX, , ,77009,4959,USA,ENG,0,-95.3571475276,29.7951849968,-95.3576960393,29.7951849968,-95.3586960393,-95.3566960393,29.7941849968,29.7961849968, ,3800 ROBERTSON ST, , , ,HOUSTON, ,TX,77009, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912197,LOOSCAN EL,REGULAR INSTRUCTIONAL, ,3800 ROBERTSON ST,HOUSTON,TX,77009-4959,3800 ROBERTSON ST,HOUSTON,TX,77009-4959,77009,(713) 696-2760,(713) 696-2765,amontelo@houstonisd.org,www.houstonisd.org,MS ANNA MONTALVO,'EE-05,298,Active, ,https://txschools.gov/schools/101912197/overview,7c568e64-2483-4f93-998c-58bc398aaed9,
4681,World,M,100,A,"1120 W 13th St, Houston, Texas, 77008","1120 W 13th St, Houston, TX, 77008, USA",1120 W 13th St,PointAddress, , ,"1120 W 13th St, Houston, Texas, 77008", , ,20, ,1120, , , , ,W, ,13th,St, , , , , , , , ,1120 W 13th St, , , , ,Houston, ,Harris County,Texas,TX, , ,77008,6627,USA,ENG,0,-95.4089047738,29.794160854,-95.4088870042,29.79368099,-95.4098870042,-95.4078870042,29.79268099,29.79468099, ,1120 W 13TH ST, , , ,HOUSTON, ,TX,77008, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912198,LOVE EL,REGULAR INSTRUCTIONAL, ,1120 W 13TH ST,HOUSTON,TX,77008-6627,1120 W 13TH ST,HOUSTON,TX,77008-6627,77008,(713) 867-0840,(713) 867-0841,EBASS2@houstonisd.org,www.houstonisd.org,MS EDEN BASS,'EE-05,310,Active, ,https://txschools.gov/schools/101912198/overview,902d7ced-7841-4c37-a1b4-16802be3188b,
4682,World,M,100,A,"8814 S Rice Ave, Houston, Texas, 77096","8814 S Rice Ave, Houston, TX, 77096, USA",8814 S Rice Ave,PointAddress, , ,"8814 S Rice Ave, Houston, Texas, 77096", , ,20, ,8814, , , , ,S, ,Rice,Ave, , , , , , , , ,8814 S Rice Ave, , , , ,Houston, ,Harris County,Texas,TX, , ,77096,2622,USA,ENG,0,-95.4682929048,29.6826060627,-95.4693170057,29.68271201,-95.4703170057,-95.4683170057,29.68171201,29.68371201, ,8814 S RICE AVE, , , ,HOUSTON, ,TX,77096, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912199,LOVETT EL,REGULAR INSTRUCTIONAL, ,8814 S RICE AVE,HOUSTON,TX,77096-2622,8814 S RICE AVE,HOUSTON,TX,77096-2622,77096,(713) 295-5258,(713) 295-5291,dthomp11@houstonisd.org,www.houstonisd.org,MS DAWN THOMPSON,'EE-05,634,Active, ,https://txschools.gov/schools/101912199/overview,c171d70b-7eb1-4d1d-931b-9eac1a1d523e,
4683,World,M,100,A,"4801 La Branch St, Houston, Texas, 77004","4801 La Branch St, Houston, TX, 77004, USA",4801 La Branch St,PointAddress, , ,"4801 La Branch St, Houston, Texas, 77004", , ,20, ,4801, , , , , , ,La Branch,St, , , , , , , , ,4801 La Branch St, , , , ,Houston, ,Harris County,Texas,TX, , ,77004,5650,USA,ENG,0,-95.3813465849,29.7281854692,-95.3803779722,29.7275839838,-95.3813779722,-95.3793779722,29.7265839838,29.7285839838, ,4801 LABRANCH ST, , , ,HOUSTON, ,TX,77004, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912201,MACGREGOR EL,REGULAR INSTRUCTIONAL, ,4801 LABRANCH ST,HOUSTON,TX,77004-5650,4801 LABRANCH ST,HOUSTON,TX,77004-5650,77004,(713) 942-1990,(713) 942-1993,tgarret4@houstonisd.org,www.houstonisd.org,MS TARA D GARRETT,'EE-05,501,Active, ,https://txschools.gov/schools/101912201/overview,69e1c1c1-23f4-439d-a204-0b67041b73e9,
4684,World,M,100,A,"8511 Crestmont St, Houston, Texas, 77033","8511 Crestmont St, Houston, TX, 77033, USA",8511 Crestmont St,PointAddress, , ,"8511 Crestmont St, Houston, Texas, 77033", , ,20, ,8511, , , , , , ,Crestmont,St, , , , , , , , ,8511 Crestmont St, , , , ,Houston, ,Harris County,Texas,TX, , ,77033,1324,USA,ENG,0,-95.3285025411,29.6596549869,-95.3274299928,29.6596549869,-95.3284299928,-95.3264299928,29.6586549869,29.6606549869, ,8511 CRESTMONT ST, , , ,HOUSTON, ,TX,77033, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912203,MADING EL,REGULAR INSTRUCTIONAL, ,8511 CRESTMONT ST,HOUSTON,TX,77033-1324,8511 CRESTMONT ST,HOUSTON,TX,77033-1324,77033,(713) 732-3560,(713) 732-3563,TDUDLEY@houstonisd.org,www.houstonisd.org,MS TABITHA DUDLEY,'EE-05,379,Active, ,https://txschools.gov/schools/101912203/overview,a073cb91-ddb5-436b-afd3-e6d4ca143497,
4685,World,M,100,A,"6401 Arnot St, Houston, Texas, 77007","6401 Arnot St, Houston, TX, 77007, USA",6401 Arnot St,PointAddress, , ,"6401 Arnot St, Houston, Texas, 77007", , ,20, ,6401, , , , , , ,Arnot,St, , , , , , , , ,6401 Arnot St, , , , ,Houston, ,Harris County,Texas,TX, , ,77007,2007,USA,ENG,0,-95.4249593874,29.7704813908,-95.4249029772,29.7702979947,-95.4259029772,-95.4239029772,29.7692979947,29.7712979947, ,6401 ARNOT ST, , , ,HOUSTON, ,TX,77007, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912204,MEMORIAL EL,REGULAR INSTRUCTIONAL, ,6401 ARNOT ST,HOUSTON,TX,77007-2007,6401 ARNOT ST,HOUSTON,TX,77007-2007,77007,(713) 867-5150,(713) 867-5151,JCORDOV5@houstonisd.org,www.houstonisd.org,MR JOSE CORDOVA,'EE-05,316,Active, ,https://txschools.gov/schools/101912204/overview,b95e7e1a-46cc-48d5-92b3-e1a9efe8f37c,
4686,World,M,100,A,"4000 Simsbrook Dr, Houston, Texas, 77045","4000 Simsbrook Dr, Houston, TX, 77045, USA",4000 Simsbrook Dr,PointAddress, , ,"4000 Simsbrook Dr, Houston, Texas, 77045", , ,20, ,4000, , , , , , ,Simsbrook,Dr, , , , , , , , ,4000 Simsbrook Dr, , , , ,Houston, ,Harris County,Texas,TX, , ,77045,5628,USA,ENG,0,-95.436869988,29.6209224638,-95.436869988,29.6202789851,-95.437869988,-95.435869988,29.6192789851,29.6212789851, ,4000 SIMSBROOK DR, , , ,HOUSTON, ,TX,77045, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912207,MONTGOMERY EL,REGULAR INSTRUCTIONAL, ,4000 SIMSBROOK DR,HOUSTON,TX,77045-5628,4000 SIMSBROOK DR,HOUSTON,TX,77045-5628,77045,(713) 434-5640,(713) 434-5643,fmcneil@houstonisd.org,www.houstonisd.org,MS FAYE C MCNEIL,'EE-05,493,Active, ,https://txschools.gov/schools/101912207/overview,d25b1887-ddbf-4c9d-8437-55467474a72a,
4687,World,M,100,A,"8200 Carvel Ln, Houston, Texas, 77036","8200 Carvel Ln, Houston, TX, 77036, USA",8200 Carvel Ln,PointAddress, , ,"8200 Carvel Ln, Houston, Texas, 77036", , ,20, ,8200, , , , , , ,Carvel,Ln, , , , , , , , ,8200 Carvel Ln, , , , ,Houston, ,Harris County,Texas,TX, , ,77036,6320,USA,ENG,0,-95.5291314402,29.6967874885,-95.5290770417,29.6975359925,-95.5300770417,-95.5280770417,29.6965359925,29.6985359925, ,8200 CARVEL LN, , , ,HOUSTON, ,TX,77036, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912209,NEFF ECC,REGULAR INSTRUCTIONAL, ,8200 CARVEL LN,HOUSTON,TX,77036-6320,8200 CARVEL LN,HOUSTON,TX,77036-6320,77036,(713) 778-3470,(713) 778-3473,Holley.Mays@houstonisd.org,www.houstonisd.org,MS HOLLEY MAYS,'EE-01,575,Active, ,https://txschools.gov/schools/101912209/overview,74df954a-9bcf-47b9-89f5-391e0a0fc644,
4688,World,M,99.55,A,"821 E Witcher Ln, Houston, Texas, 77076","821 E Witcher Ln, Houston, TX, 77076, USA",821 E Witcher Ln,PointAddress, , ,"821 E Witcher Ln, Houston, Texas, 77076", , ,20, ,821, , , , ,E, ,Witcher,Ln, , , , , , , , ,821 E Witcher Ln, , , , ,Houston, ,Harris County,Texas,TX, , ,77076,4818,USA,ENG,0,-95.3869209696,29.8502774862,-95.3869209696,29.8514699796,-95.3879209696,-95.3859209696,29.8504699796,29.8524699796, ,821 WITCHER LN, , , ,HOUSTON, ,TX,77076, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912210,NORTHLINE EL,REGULAR INSTRUCTIONAL, ,821 WITCHER LN,HOUSTON,TX,77076-4818,821 WITCHER LN,HOUSTON,TX,77076-4818,77076,(713) 696-2890,(713) 696-2894,Mario.Sandoval@houstonisd.org,www.houstonisd.org,MR MARIO SANDOVAL,'EE-05,486,Active, ,https://txschools.gov/schools/101912210/overview,80ccd6e4-9e55-42a2-9435-d05a05ac4c53,
4689,World,M,100,A,"1401 W 43rd St, Houston, Texas, 77018","1401 W 43rd St, Houston, TX, 77018, USA",1401 W 43rd St,PointAddress, , ,"1401 W 43rd St, Houston, Texas, 77018", , ,20, ,1401, , , , ,W, ,43rd,St, , , , , , , , ,1401 W 43rd St, , , , ,Houston, ,Harris County,Texas,TX, , ,77018,4106,USA,ENG,0,-95.4362203905,29.8284478252,-95.4364079775,29.8278849804,-95.4374079775,-95.4354079775,29.8268849804,29.8288849804, ,1401 W 43RD ST, , , ,HOUSTON, ,TX,77018, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912211,OAK FOREST EL,REGULAR INSTRUCTIONAL, ,1401 W 43RD ST,HOUSTON,TX,77018-4106,1401 W 43RD ST,HOUSTON,TX,77018-4106,77018,(713) 613-2536,(713) 613-2244,ACASLER@houstonisd.org,www.houstonisd.org,MR ANDREW CASLER,'EE KG-05,864,Active, ,https://txschools.gov/schools/101912211/overview,ca672c44-22a7-4137-9917-32bc47a0166e,
4690,World,M,100,A,"10044 Wallisville Rd, Houston, Texas, 77013","10044 Wallisville Rd, Houston, TX, 77013, USA",10044 Wallisville Rd,PointAddress, , ,"10044 Wallisville Rd, Houston, Texas, 77013", , ,20, ,10044, , , , , , ,Wallisville,Rd, , , , , , , , ,10044 Wallisville Rd, , , , ,Houston, ,Harris County,Texas,TX, , ,77013,4616,USA,ENG,0,-95.2528355807,29.7936699678,-95.2526640032,29.792768997,-95.2536640032,-95.2516640032,29.791768997,29.793768997, ,10044 WALLISVILLE RD, , , ,HOUSTON, ,TX,77013, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912212,OATES EL,REGULAR INSTRUCTIONAL, ,10044 WALLISVILLE RD,HOUSTON,TX,77013-4616,10044 WALLISVILLE RD,HOUSTON,TX,77013-4616,77013,(713) 671-3800,(713) 671-3803,MMELCHO1@houstonisd.org,www.houstonisd.org,MS MELISSA MELCHOR,'EE-05,361,Active, ,https://txschools.gov/schools/101912212/overview,bf53a243-1092-41cd-9d57-261a3eab1b09,
4691,World,M,100,A,"800 Ringold St, Houston, Texas, 77088","800 Ringold St, Houston, TX, 77088, USA",800 Ringold St,PointAddress, , ,"800 Ringold St, Houston, Texas, 77088", , ,20, ,800, , , , , , ,Ringold,St, , , , , , , , ,800 Ringold St, , , , ,Houston, ,Harris County,Texas,TX, , ,77088,6337,USA,ENG,0,-95.4165898056,29.875223916,-95.4165960082,29.8757870122,-95.4175960082,-95.4155960082,29.8747870122,29.8767870122, ,800 RINGOLD ST, , , ,HOUSTON, ,TX,77088, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912213,OSBORNE EL,REGULAR INSTRUCTIONAL, ,800 RINGOLD ST,HOUSTON,TX,77088-6337,800 RINGOLD ST,HOUSTON,TX,77088-6337,77088,(281) 405-2525,(281) 405-2528,Sandee.Davis@houstonisd.org,www.houstonisd.org,MS SANDEE DAVIS,'EE-05,260,Active, ,https://txschools.gov/schools/101912213/overview,882f8bbe-9a5e-4992-a909-f2c7a33d4ed7,
4692,World,M,100,A,"8235 Park Place Blvd, Houston, Texas, 77017","8235 Park Place Blvd, Houston, TX, 77017, USA",8235 Park Place Blvd,PointAddress, , ,"8235 Park Place Blvd, Houston, Texas, 77017", , ,20, ,8235, , , , , , ,Park Place,Blvd, , , , , , , , ,8235 Park Place Blvd, , , , ,Houston, ,Harris County,Texas,TX, , ,77017,3104,USA,ENG,0,-95.2736959584,29.6883773802,-95.2739699629,29.6887460163,-95.2749699629,-95.2729699629,29.6877460163,29.6897460163, ,8235 PARK PL BLVD, , , ,HOUSTON, ,TX,77017, , ,'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6005,(713) 556-6006,HISDSuperintendent@houstonisd.org,www.houstonisd.org,MR MILLARD L HOUSE II,196943,'101912214,PARK PLACE EL,REGULAR INSTRUCTIONAL, ,8235 PARK PL BLVD,HOUSTON,TX,77017-3104,8235 PARK PL BLVD,HOUSTON,TX,77017-3104,77017,(713) 845-7458,(713) 845-7460,NTHOMAS3@houstonisd.org,www.houstonisd.org,MS NIMMI THOMAS,'EE-05,840,Active, ,https://txschools.gov/schools/101912214/overview,64cd6827-c0f7-478d-97a1-e5a023efeca4,
